id,name,type_line,power,toughness,colors,text,image,back,variants
"ugl-91","Zombie","Token Creature — Zombie","2","2","B","","https://cards.scryfall.io/normal/front/8/e/8e7b5995-ee8b-40d1-b157-8df96c02cc5b.jpg?1783946415","","https://cards.scryfall.io/normal/front/1/7/17f001ab-514b-49e7-a657-b2872ad7a1de.jpg?1783904333|https://cards.scryfall.io/normal/front/4/c/4cecd5c6-d6c8-4cd5-97a3-cddaf051af15.jpg?1783906142|https://cards.scryfall.io/normal/front/b/8/b82be730-c63b-4c2b-99f4-476befdb95cb.jpg?1783907681|https://cards.scryfall.io/normal/front/e/6/e6474e0d-a3ca-439f-b9b8-82022c59ff14.jpg?1783907969|https://cards.scryfall.io/normal/front/8/1/8150833a-9c83-4d00-ae2f-470088700fdb.jpg?1783914754"
"ths-7","Soldier","Token Creature — Soldier","1","1","R","","https://cards.scryfall.io/normal/front/5/0/509e44d4-72c1-4d68-b942-c3e8de6ed7a8.jpg?1783939699","","https://cards.scryfall.io/normal/front/d/f/dfb0ae06-9a02-4cd6-bc1d-423662d7a1bd.jpg?1783903464|https://cards.scryfall.io/normal/front/0/3/039b8e44-b435-4e05-b94c-02c4dda11943.jpg?1783933878"
"xln-1","Vampire","Token Creature — Vampire","1","1","W","Lifelink (Damage dealt by this creature also causes you to gain that much life.)","https://cards.scryfall.io/normal/front/0/9/09293ae7-0629-417b-9eda-9bd3f6d8e118.jpg?1783935812","","https://cards.scryfall.io/normal/front/1/c/1c9ace77-f1e7-4abf-beb3-369febda9394.jpg?1783913141|https://cards.scryfall.io/normal/front/0/4/0484390e-1167-4407-84de-7ddc726e8926.jpg?1783913608|https://cards.scryfall.io/normal/front/0/3/03a2f3c3-fbcb-4b21-8f86-232c0db80c1f.jpg?1783916673|https://cards.scryfall.io/normal/front/2/8/287a7057-ce44-4082-a3da-8c09b8a88fba.jpg?1783921679"
"grn-3","Bird Illusion","Token Creature — Bird Illusion","1","1","U","Flying","https://cards.scryfall.io/normal/front/0/3/03c3dc23-d6f2-4209-82e1-a0b936c94231.jpg?1783934064","","https://cards.scryfall.io/normal/front/9/5/95970f74-0f28-4d81-9fbd-cb49f5d5eebc.jpg?1783911685|https://cards.scryfall.io/normal/front/1/6/16bc1cfe-c2b2-416f-9691-94106cfbf98c.jpg?1783913157|https://cards.scryfall.io/normal/front/e/7/e70faf3a-adf6-482c-9f7d-7f254d5f8bec.jpg?1783915263|https://cards.scryfall.io/normal/front/6/e/6efdee86-8a76-4eb7-bd34-f472138e639b.jpg?1783920242"
"grn-5","Insect","Token Creature — Insect","1","1","BG","","https://cards.scryfall.io/normal/front/0/4/0436e71b-c1f9-4ca8-a29c-775da858a0cd.jpg?1783934061","","https://cards.scryfall.io/normal/front/f/1/f120bca2-9ecf-429a-bc01-ba29729e19c9.jpg?1783909269|https://cards.scryfall.io/normal/front/8/e/8e85e215-29d0-4ff6-9e42-9ce84b5280cf.jpg?1783911104|https://cards.scryfall.io/normal/front/a/5/a5bc4cb0-60d4-4c8f-a420-8bfe635154cd.jpg?1783911112|https://cards.scryfall.io/normal/front/0/3/03ce1033-ce07-40ef-9315-beb759af9465.jpg?1783926587"
"ala-6","Dragon","Token Creature — Dragon","4","4","R","Flying","https://cards.scryfall.io/normal/front/c/b/cbb3e91d-9cae-49c8-ba92-087ad8171b9d.jpg?1783942526","","https://cards.scryfall.io/normal/front/4/3/434c2965-82b8-4e89-bf45-a8fc093f9a21.jpg?1783906784|https://cards.scryfall.io/normal/front/5/5/55c6be20-b65a-4b1e-8133-4c2d88c1f6f9.jpg?1783908588|https://cards.scryfall.io/normal/front/e/6/e6f0b040-3ce8-4d26-b585-85b6583e5ea3.jpg?1783913058|https://cards.scryfall.io/normal/front/9/b/9b3ed483-a6c9-4f12-bd76-e205ffb8afd4.jpg?1783915231"
"bfz-5","Knight Ally","Token Creature — Knight Ally","2","2","W","","https://cards.scryfall.io/normal/front/0/4/0419a202-6e32-4f0a-a032-72f6c00cae5e.jpg?1783938120","",""
"clb-24","Shapeshifter","Token Creature — Shapeshifter","3","2","","Changeling (This token is every creature type.)","https://cards.scryfall.io/normal/front/1/1/1186b536-e6c8-433d-a906-b29f334d619c.jpg?1783922314","","https://cards.scryfall.io/normal/front/0/4/049048af-9945-4b73-9aa3-7f09bf4c22b3.jpg?1783902814|https://cards.scryfall.io/normal/front/b/6/b66aadb2-cbbb-4150-b4b4-bb0dc5327394.jpg?1783902809|https://cards.scryfall.io/normal/front/2/b/2b670d1d-2016-4df3-a3ad-52d018b9bcf1.jpg?1783906767|https://cards.scryfall.io/normal/front/d/2/d20ad1e6-d698-4a0a-8ed5-903e1d463004.jpg?1783910885"
"fin-35","Wizard","Token Creature — Wizard","0","1","B","Whenever you cast a noncreature spell, this token deals 1 damage to each opponent.","https://cards.scryfall.io/normal/front/0/4/04ae24bf-0b24-4996-afae-7bf9f9d7471c.jpg?1783906124","","https://cards.scryfall.io/normal/front/1/8/187fe54c-7d0c-4225-9d46-3affbead897d.jpg?1783906133|https://cards.scryfall.io/normal/front/e/2/e27f28ec-d5e7-4415-96cc-b666cdecae08.jpg?1783906133"
"dgm-1","Elemental","Token Creature — Elemental","*","*","GW","This creature's power and toughness are each equal to the number of creatures you control.","https://cards.scryfall.io/normal/front/5/b/5bfb1440-d4c1-42cf-a777-ee1644dbbac7.jpg?1783940045","","https://cards.scryfall.io/normal/front/7/e/7ec88cb2-7a77-45ae-b2c8-f8d09452d619.jpg?1783904328|https://cards.scryfall.io/normal/front/8/6/8676704a-419e-4a00-a052-bca2ad34ecae.jpg?1783930229|https://cards.scryfall.io/normal/front/0/4/04b980ff-02ad-447e-8815-16cd0112ce60.jpg?1783936581"
"wwk-6","Construct","Token Artifact Creature — Construct","6","12","","Trample","https://cards.scryfall.io/normal/front/0/4/04d6b47f-5c2a-4771-90ee-4aa8c1eda0be.jpg?1783942069","","https://cards.scryfall.io/normal/front/8/c/8c87f559-55e4-4cce-bff4-6a07565d7e5f.jpg?1783911121|https://cards.scryfall.io/normal/front/6/6/6627cf40-5f2d-4f5c-8511-5e6db8b56ebb.jpg?1783912613|https://cards.scryfall.io/normal/front/c/a/cac6c1ca-e945-4ab2-b177-04e900a8e231.jpg?1783915234|https://cards.scryfall.io/normal/front/7/2/72398c5f-9a91-48d6-b308-bff9924e87ef.jpg?1783916643"
"khm-8","Shapeshifter","Token Creature — Shapeshifter","2","2","U","Changeling (This token is every creature type.)","https://cards.scryfall.io/normal/front/e/f/ef775ad0-b1a9-4254-ab6f-304558bb77a1.jpg?1783928082","","https://cards.scryfall.io/normal/front/5/a/5ac36b5d-07d5-4d5c-8de0-0300e6b874d9.jpg?1783907676|https://cards.scryfall.io/normal/front/0/e/0e0f1e76-ccc0-4643-b4f2-c8e3042230ee.jpg?1783909757|https://cards.scryfall.io/normal/front/a/d/ad46aa41-47e6-498d-8004-9127c21229a9.jpg?1783911126|https://cards.scryfall.io/normal/front/c/f/cf67a968-138f-4e85-b213-dc8d6ab3571a.jpg?1783913136|https://cards.scryfall.io/normal/front/0/5/052a742b-e602-406f-82af-4ee36cf1e291.jpg?1783906681|https://cards.scryfall.io/normal/front/1/4/140142e2-0cfa-48a8-aab9-b0a399c48435.jpg?1783906681|https://cards.scryfall.io/normal/front/b/5/b5ff6dba-952e-432c-a73e-dd4c5353ab17.jpg?1783906681"
"znr-3","Cat Beast","Token Creature — Cat Beast","2","2","W","","https://cards.scryfall.io/normal/front/e/2/e2c91781-acf9-4cff-be1a-85148ad2a683.jpg?1783929500","","https://cards.scryfall.io/normal/front/3/2/322ef76e-e0f0-48d7-a6ad-5d4c1c9ccb2e.jpg?1783908585|https://cards.scryfall.io/normal/front/d/3/d3d10700-07d4-4592-be21-3af7e80c9667.jpg?1783913140|https://cards.scryfall.io/normal/front/e/3/e33d9cf0-8138-4ae6-bbfe-02d48a4634c1.jpg?1783915236|https://cards.scryfall.io/normal/front/0/5/0537522a-1f4f-4a81-a678-6b280ebc29fc.jpg?1783918578"
"stx-3","Fractal","Token Creature — Fractal","0","0","GU","","https://cards.scryfall.io/normal/front/9/1/910f48ab-b04e-4874-b31d-a86a7bc5af14.jpg?1783927192","","https://cards.scryfall.io/normal/front/8/b/8b5f1fdb-04df-4224-acb4-7819c37565f5.jpg?1783903564|https://cards.scryfall.io/normal/front/d/e/de564776-9d88-4533-8717-842eecdd0594.jpg?1783903563|https://cards.scryfall.io/normal/front/0/5/05386ae8-7b94-4820-9e2a-b9da41edd8f0.jpg?1783909270"
"acr-7","The Capitoline Triad Emblem","Emblem","","","","Creatures you control have base power and toughness 9/9.","https://cards.scryfall.io/normal/front/0/5/05402b51-8cf9-4f69-aa12-8a9d5981f8b1.jpg?1783910885","",""
"xln-8","Treasure","Token Artifact — Treasure","","","","{T}, Sacrifice this token: Add one mana of any color.","https://cards.scryfall.io/normal/front/2/1/21e89101-f1cf-4bbd-a1d5-c5d48512e0dd.jpg?1783935808","","https://cards.scryfall.io/normal/front/c/6/c6e096bb-ad9e-4a8b-8b42-26852fa32c1d.jpg?1783902770|https://cards.scryfall.io/normal/front/d/1/d1892b78-7663-4cbd-a732-9a4b0b18d4c8.jpg?1785498054|https://cards.scryfall.io/normal/front/c/e/cec5cc8b-bc15-415a-bde6-6c783f8d0b0b.jpg?1783902795|https://cards.scryfall.io/normal/front/f/9/f909bd95-58a1-4299-9570-87724145fc85.jpg?1783902798|https://cards.scryfall.io/normal/front/0/b/0bb11342-bc1d-4eea-b0b0-94799be2602a.jpg?1785303306|https://cards.scryfall.io/normal/front/7/3/73f94f72-a689-41ca-b1af-6004e2a57e9c.jpg?1783906085|https://cards.scryfall.io/normal/front/f/6/f69d028b-5d25-432d-a2b2-d11479320af1.jpg?1783906121"
"m14-7","Elemental","Token Creature — Elemental","1","1","R","","https://cards.scryfall.io/normal/front/e/d/ed37fa8e-5930-4e57-8ead-73894ac40c19.jpg?1783939882","","https://cards.scryfall.io/normal/front/4/a/4ace3018-7d6e-4b77-9487-f280fd723d12.jpg?1783906801|https://cards.scryfall.io/normal/front/5/4/5411b47d-a7b5-491a-a13b-a2b8bacaa419.jpg?1783911681|https://cards.scryfall.io/normal/front/4/6/462bb611-5a02-441c-ae8a-911b75436864.jpg?1783921676|https://cards.scryfall.io/normal/front/f/6/f66ddc60-4015-4c62-8e13-bc30edef5e37.jpg?1783923721"
"f17-10","Vampire // Treasure","Token Creature — Vampire // Token Artifact — Treasure","","","","","https://cards.scryfall.io/normal/front/0/5/05934d59-7e98-4fff-8ccb-70cd1a61c6fd.jpg?1783936802","https://cards.scryfall.io/normal/back/0/5/05934d59-7e98-4fff-8ccb-70cd1a61c6fd.jpg?1783936802",""
"acr-3","Human Rogue","Token Creature — Human Rogue","1","1","W","","https://cards.scryfall.io/normal/front/0/5/05946b39-0b54-4f63-b521-4d5deb238541.jpg?1783910886","",""
"dmr-3","Cat","Token Creature — Cat","2","1","B","","https://cards.scryfall.io/normal/front/0/5/05a61555-ddb9-4d55-b637-a219d772033d.jpg?1783918316","",""
"c15-11","Lightning Rager","Token Creature — Elemental","5","1","R","Trample, haste At the beginning of the end step, sacrifice this creature.","https://cards.scryfall.io/normal/front/c/d/cde2b3db-d71b-401f-852c-81c39d585a16.jpg?1783938019","","https://cards.scryfall.io/normal/front/8/2/8292126c-a7b4-40d3-8a08-f15dd871207d.jpg?1783912616|https://cards.scryfall.io/normal/front/3/2/32376be8-eb26-4129-9a4f-e37e0f428c6f.jpg?1783923171|https://cards.scryfall.io/normal/front/0/5/05aa19b7-da04-4845-868e-3ad2edb9a9ba.jpg?1783934658"
"wwk-1","Soldier Ally","Token Creature — Soldier Ally","1","1","W","","https://cards.scryfall.io/normal/front/0/5/05abf2df-833f-4172-af74-6533b022dfa9.jpg?1783942070","",""
"zen-2","Bird","Token Creature — Bird","1","1","W","Flying","https://cards.scryfall.io/normal/front/a/b/abbb3c16-a7ef-4b83-b1a9-637a905229d7.jpg?1783942180","","https://cards.scryfall.io/normal/front/4/5/456832f6-60b5-46d7-b37e-4fb44e60e792.jpg?1783902809|https://cards.scryfall.io/normal/front/9/5/95181e08-33c2-4df9-97bd-34fb5f78b820.jpg?1783902816|https://cards.scryfall.io/normal/front/6/1/6105623a-ff2c-46bf-8881-e8b899d47d54.jpg?1783906788|https://cards.scryfall.io/normal/front/7/2/72328455-560b-4ead-98bb-3c71b1e8baac.jpg?1783909762"
"ugl-90","Soldier","Token Creature — Soldier","1","1","W","","https://cards.scryfall.io/normal/front/b/1/b159b57d-bc52-4cef-ac7a-e364e40c3d03.jpg?1783946413","","https://cards.scryfall.io/normal/front/5/e/5ef2f34e-0ff2-4157-9d4a-73ecf4cd449b.jpg?1783902804|https://cards.scryfall.io/normal/front/7/0/70205fb6-7722-4974-a8c6-8909dbb1c96d.jpg?1783902798|https://cards.scryfall.io/normal/front/e/c/ecd686bf-d14b-491c-b0c5-88fc8f0472f9.jpg?1783902804|https://cards.scryfall.io/normal/front/c/4/c459f2ec-2aa3-44f6-999f-b1467dd4e27c.jpg?1783906142"
"lrw-3","Kithkin Soldier","Token Creature — Kithkin Soldier","1","1","W","","https://cards.scryfall.io/normal/front/a/d/ad29eb21-7ee3-4a67-9601-a62ea0cbe4c0.jpg?1783942839","","https://cards.scryfall.io/normal/front/0/6/064ce217-2a93-41ae-b26a-e80cbb2353e4.jpg?1783928085|https://cards.scryfall.io/normal/front/2/8/2807ea6a-479e-45c2-b3c7-df59783b0e5b.jpg?1783936175|https://cards.scryfall.io/normal/front/2/8/28adced8-4f86-4dc7-bd21-e20ba403219c.jpg?1783939955|https://cards.scryfall.io/normal/front/0/6/061cb705-695a-4f65-adbf-869ebb4eb946.jpg?1783942700"
"ugl-92","Goblin","Token Creature — Goblin","1","1","R","","https://cards.scryfall.io/normal/front/f/b/fbd728ed-d5dc-44b3-9159-6c86cab3be0c.jpg?1783946413","","https://cards.scryfall.io/normal/front/e/2/e265ca24-96c0-4654-a8f3-bbffe288970a.jpg?1783906784|https://cards.scryfall.io/normal/front/7/0/7072dea6-0d99-47fa-a83d-c8607e6a4bbd.jpg?1783907679|https://cards.scryfall.io/normal/front/7/0/70f8a1de-cd4c-4afa-bf03-0245d375d42e.jpg?1783908589|https://cards.scryfall.io/normal/front/3/1/3186f5e2-8078-4fa3-b61e-866c2d4c495d.jpg?1783909755|https://cards.scryfall.io/normal/front/0/9/09faad62-42ff-4e37-b8a5-d8e8a0f6d096.jpg?1783903425|https://cards.scryfall.io/normal/front/d/9/d99cc0a4-4868-47f3-bd1d-f46b7cb74650.jpg?1783927986"
"roe-1b","Eldrazi Spawn","Token Creature — Eldrazi Spawn","0","1","","Sacrifice this creature: Add {C}.","https://cards.scryfall.io/normal/front/3/5/35fb1a3d-3f1a-45ba-a643-1dca435c77de.jpg?1783941947","","https://cards.scryfall.io/normal/front/c/7/c74a7492-ed7b-4037-aa5c-bcfabe4c8951.jpg?1783903463|https://cards.scryfall.io/normal/front/9/6/96b0ffdf-351e-4b89-92f2-79b20420b3bc.jpg?1783903577|https://cards.scryfall.io/normal/front/0/6/0645cf05-4660-4a6e-b789-7e0f6b7660c0.jpg?1783911120|https://cards.scryfall.io/normal/front/e/3/e32795e1-5548-43ef-8cd6-c605a19ef708.jpg?1783911106"
"snc-7","Rogue","Token Creature — Rogue","2","2","B","","https://cards.scryfall.io/normal/front/0/6/06e503b9-a822-4c42-b478-1f598bc5941d.jpg?1783922961","","https://cards.scryfall.io/normal/front/0/6/064dec90-75ae-4afe-a5d5-a878e9fd9f34.jpg?1783902813|https://cards.scryfall.io/normal/front/8/f/8f37ef2b-e390-4c0e-abf2-482623581d47.jpg?1783902808|https://cards.scryfall.io/normal/front/8/0/80244f4b-3361-4776-a72b-1b0d70c7e855.jpg?1783903574|https://cards.scryfall.io/normal/front/2/4/245c0d1e-7bf5-4115-b018-cbeaccdfaf77.jpg?1783911682"
"40k-13","Cherubael","Token Legendary Creature — Demon","4","4","B","Flying","https://cards.scryfall.io/normal/front/0/6/065e30fe-03e5-4558-8f41-42992b07712e.jpg?1783920663","",""
"mor-1","Giant Warrior","Token Creature — Giant Warrior","5","5","W","","https://cards.scryfall.io/normal/front/0/6/0661166a-7d6c-4cba-8190-8d3eedf7f58c.jpg?1783942773","","https://cards.scryfall.io/normal/front/c/1/c1a41d0d-aaf5-4cb4-a9db-07992c57e436.jpg?1783939955"
"dka-1","Human","Token Creature — Human","1","1","W","","https://cards.scryfall.io/normal/front/b/d/bd5cd362-34f9-445f-85e1-9f6694f0f90a.jpg?1783940786","","https://cards.scryfall.io/normal/front/5/0/5054bb15-ddd5-4e5e-a9fd-6bdf255f7fd3.jpg?1783906807|https://cards.scryfall.io/normal/front/8/7/87c688e5-e096-4160-951f-269f995a347b.jpg?1783907972|https://cards.scryfall.io/normal/front/0/6/06af3d5a-7b38-42f6-822f-da4e04a7f265.jpg?1783908592|https://cards.scryfall.io/normal/front/6/0/602f3817-fde4-4982-822d-0a2953561118.jpg?1783909761"
"mpr-8","Beast","Token Creature — Beast","4","4","G","","https://cards.scryfall.io/normal/front/c/e/ce45e037-5efb-4735-afee-12d7dc3127d1.jpg?1783945634","","https://cards.scryfall.io/normal/front/e/b/eb243b20-85e6-4eba-9403-42272975e8a5.jpg?1783905790|https://cards.scryfall.io/normal/front/2/1/21bd6fb3-f60c-49cc-8854-6a20a1e1d9c7.jpg?1783908581|https://cards.scryfall.io/normal/front/d/f/df60cd9d-44f3-41d3-8ed3-b511bdee3fc6.jpg?1783909754|https://cards.scryfall.io/normal/front/6/9/690641ed-abc6-499f-b650-d6e79d412631.jpg?1783911124"
"khm-3","Human Warrior","Token Creature — Human Warrior","1","1","W","","https://cards.scryfall.io/normal/front/0/6/06fbcd85-c54e-492e-9e42-5e101cac4255.jpg?1783928084","","https://cards.scryfall.io/normal/front/0/d/0d88db82-009a-4371-a91e-9083b561e80f.jpg?1783915238|https://cards.scryfall.io/normal/front/d/6/d6a4bade-ccb8-4472-a624-afbd0ddff232.jpg?1783918578|https://cards.scryfall.io/normal/front/3/f/3fadcf72-8ea2-40d8-af80-298fa61a573d.jpg?1783919206"
"m13-4","Drake","Token Creature — Drake","2","2","U","Flying","https://cards.scryfall.io/normal/front/9/3/93679bb9-ee1c-4eea-bcdd-72785d5788af.jpg?1783940444","","https://cards.scryfall.io/normal/front/f/4/f4a73034-e20f-4e7e-ac15-3460b1e9c69b.jpg?1783908592|https://cards.scryfall.io/normal/front/f/1/f1966e5e-8414-4dc9-b212-7eb348848687.jpg?1783911684|https://cards.scryfall.io/normal/front/7/4/7401d009-722e-4ca8-919e-d212c6172a23.jpg?1783912619|https://cards.scryfall.io/normal/front/5/c/5c3a91bf-daa1-4bba-a052-d868700c610c.jpg?1783915258"
"stx-6","Spirit","Token Creature — Spirit","3","2","RW","","https://cards.scryfall.io/normal/front/f/9/f98c0167-7434-4607-87c4-315fa8b6972e.jpg?1783927191","","https://cards.scryfall.io/normal/front/5/a/5a9c5b21-c770-4fc0-b205-d96862e6be3e.jpg?1783903567|https://cards.scryfall.io/normal/front/0/7/072cd10b-98d3-452e-bf8d-13a75cc3d72e.jpg?1783913605|https://cards.scryfall.io/normal/front/0/b/0ba7dada-ba7f-4233-ba21-f6f32698997a.jpg?1783916668"
"c17-8","Cat Warrior","Token Creature — Cat Warrior","2","2","G","Forestwalk","https://cards.scryfall.io/normal/front/2/9/29c4e4f2-0040-4490-b357-660d729ad9cc.jpg?1783935828","","https://cards.scryfall.io/normal/front/d/8/d886263e-9f46-4389-a543-947d6e51cb1a.jpg?1783921125|https://cards.scryfall.io/normal/front/0/7/0742ca95-9455-4f56-b26c-2994d12af602.jpg?1783934355"
"vow-17","Blood","Token Artifact — Blood","","","","{1}, {T}, Discard a card, Sacrifice this token: Draw a card.","https://cards.scryfall.io/normal/front/a/6/a6f374bc-cd29-469f-808a-6a6c004ee8aa.jpg?1783924692","","https://cards.scryfall.io/normal/front/9/2/92a3afe7-bd9f-43f9-adc3-4819e60dc7a5.jpg?1783907965|https://cards.scryfall.io/normal/front/f/9/f90d1006-e8f9-4f62-b58b-6e711129e992.jpg?1783909750|https://cards.scryfall.io/normal/front/3/3/3364c1cf-e036-4ba2-a8ae-20e995610311.jpg?1783911111|https://cards.scryfall.io/normal/front/0/7/0753c3b5-6127-4e42-a029-b165d5f8170c.jpg?1783911689|https://cards.scryfall.io/normal/front/6/b/6b563165-b97f-42c6-82a8-65d8ee69e381.jpg?1783905165"
"l12-2","Knight","Token Creature — Knight","2","2","W","Vigilance","https://cards.scryfall.io/normal/front/b/f/bf9acfe1-de7a-48fe-aed3-28a72db6d1c0.jpg?1783940863","","https://cards.scryfall.io/normal/front/f/4/f4035134-a162-4651-86c5-ae006b6e0e20.jpg?1783914992|https://cards.scryfall.io/normal/front/3/d/3df61c33-38b3-4549-9e5d-ae1b5c1afd62.jpg?1783915260|https://cards.scryfall.io/normal/front/5/2/52cf8f6b-2334-4881-8f58-4e11745c8851.jpg?1783916653|https://cards.scryfall.io/normal/front/4/b/4bd69d39-c2ce-44b4-b2d0-5e384d69db02.jpg?1783921138"
"eve-6","Worm","Token Creature — Worm","1","1","BG","","https://cards.scryfall.io/normal/front/0/7/0788f7a4-793a-42f4-a7c9-05e4b4587897.jpg?1783942652","","https://cards.scryfall.io/normal/front/9/f/9f5ddcda-dcf0-468d-a5db-011e1b6ccab1.jpg?1783903567|https://cards.scryfall.io/normal/front/b/3/b3c0ff23-6c20-4637-99d6-6cbca26d75ba.jpg?1783904324|https://cards.scryfall.io/normal/front/d/8/d8b71ab8-7f94-4cd9-9a15-0c2291e17b47.jpg?1783921672|https://cards.scryfall.io/normal/front/7/4/74b0276f-004e-458a-b941-e217216141f6.jpg?1783934350"
"cmm-38","Graveborn","Token Creature — Graveborn","3","1","BR","Haste","https://cards.scryfall.io/normal/front/0/7/07ab0fbc-293e-4917-9792-fdc9b512713d.jpg?1783915244","",""
"akh-14","Unwavering Initiate","Token Creature — Zombie Human Warrior","3","2","W","Vigilance","https://cards.scryfall.io/normal/front/0/7/07ab720d-40fc-4315-bc8d-c7073cea588b.jpg?1783936412","",""
"c14-18","Ape","Token Creature — Ape","3","3","G","","https://cards.scryfall.io/normal/front/8/3/8343e00c-5fc6-46a0-a238-3759338dced4.jpg?1783938795","","https://cards.scryfall.io/normal/front/4/b/4b2ee605-3c7a-4769-978d-3199bdc7c504.jpg?1783911125|https://cards.scryfall.io/normal/front/0/7/07b28aff-eb3d-4e8c-8837-e32b482d10a0.jpg?1783911677|https://cards.scryfall.io/normal/front/d/6/d6756ba1-3d1d-4d6e-8e71-92d4e537d478.jpg?1783913134|https://cards.scryfall.io/normal/front/1/7/17e0924c-e4b7-482d-9076-1d3b8ff09e9b.jpg?1783927694"
"p04-6","Spirit","Token Creature — Spirit","1","1","","","https://cards.scryfall.io/normal/front/4/6/46b60d95-b9bc-40f8-b986-bfa8e3eb74f3.jpg?1783944458","","https://cards.scryfall.io/normal/front/c/6/c672ee51-0e77-463f-8586-191b413c44dd.jpg?1783921680|https://cards.scryfall.io/normal/front/c/a/ca20548f-6324-4858-adbe-87303ff1ca52.jpg?1783923715|https://cards.scryfall.io/normal/front/8/3/83497714-97ae-4846-8096-f7f1524f0e09.jpg?1783924702|https://cards.scryfall.io/normal/front/e/f/ef264a95-afe4-4b8c-9648-e8f95bfaed2a.jpg?1783935208|https://cards.scryfall.io/normal/front/3/e/3e55bca3-43a3-44a8-b673-b1d0cf3f203f.jpg?1783908450"
