id,name,type_line,power,toughness,colors,text,image
"ptbro-2","Urzan Automaton","Token Creature — Urzan Automaton","*","*","","","https://cards.scryfall.io/normal/front/6/b/6be0bdfb-27a7-4f94-ad04-66c4ed934d52.jpg?1783919882"
"akh-11","Tah-Crop Skirmisher","Token Creature — Zombie Naga Warrior","2","1","W","","https://cards.scryfall.io/normal/front/6/c/6c2e835c-0f39-4fd1-a839-125bee0c9dbc.jpg?1783936413"
"mm3-19","Soldier","Token Creature — Soldier","1","1","RW","","https://cards.scryfall.io/normal/front/6/d/6d49a56f-2a5e-4d42-b75c-f3f3735829d3.jpg?1783936579"
"eoc-11","Gnome","Token Artifact Creature — Gnome","1","1","","","https://cards.scryfall.io/normal/front/e/3/e32673cc-bec9-49b3-bc34-e2b3982ca245.jpg?1783905790"
"vow-6","Slug","Token Creature — Slug","1","1","B","","https://cards.scryfall.io/normal/front/6/e/6e2ae34f-4558-46e0-95c5-e00d813fa355.jpg?1783924698"
"c19-7","Heart-Piercer Manticore","Token Creature — Zombie Manticore","4","3","W","When Heart-Piercer Manticore enters the battlefield, you may sacrifice another creature. When you do, Heart-Piercer Manticore deals damage equal to that creature's power to any target.","https://cards.scryfall.io/normal/front/a/d/ad1863c6-13c8-4116-9312-32c215f88ee1.jpg?1783932832"
"mh3-15","Fanatic of Rhonas","Token Creature — Zombie Snake Druid","4","4","B","{T}: Add {G}. Ferocious — {T}: Add {G}{G}{G}{G}. Activate only if you control a creature with power 4 or greater.","https://cards.scryfall.io/normal/front/6/e/6ef58164-4155-4e5b-8c16-f16f2ab65baa.jpg?1783911116"
"clb-6","Faerie Dragon","Token Creature — Faerie Dragon","1","1","U","Flying","https://cards.scryfall.io/normal/front/6/f/6f1eb498-8496-4234-8e87-78dc3f647534.jpg?1783922323"
"otp-3","Human Warrior","Token Creature — Human Warrior","3","1","RW","Trample, haste","https://cards.scryfall.io/normal/front/6/f/6f4f14e3-6c1a-4388-8cc0-04b96baff9f7.jpg?1783911660"
"mm3-17","Giant Warrior","Token Creature — Giant Warrior","4","4","GR","Haste","https://cards.scryfall.io/normal/front/a/0/a06eea30-810b-4623-9862-ec71c4bed11a.jpg?1783936580"
"who-18","Mutant","Token Creature — Mutant","3","3","G","Deathtouch","https://cards.scryfall.io/normal/front/6/f/6fa61fa5-f0ca-4933-ac57-9db95f891889.jpg?1783914715"
"cn2-9","Lizard","Token Creature — Lizard","8","8","R","","https://cards.scryfall.io/normal/front/7/0/70345006-5cde-44f8-ab66-9d8163d4c4f6.jpg?1783937275"
"tdc-18","First Mate Ragavan","Token Legendary Creature — Monkey Pirate","2","1","R","","https://cards.scryfall.io/normal/front/7/0/705adcf9-c15b-4f75-afae-939f59aeb308.jpg?1783906799"
"tone-2","Samurai","Token Creature — Samurai","2","2","W","Double strike","https://cards.scryfall.io/normal/front/b/1/b1e1ea88-94c9-4eff-aee0-07ff1d7d2d02.jpg?1783908492"
"ust-17","Elemental // Elemental","Token Creature — Elemental // Token","","","","","https://cards.scryfall.io/normal/front/7/0/70f1f745-9fc2-41a6-9d39-fb4964595cf5.jpg?1783935356"
"blc-22","Hamster","Token Creature — Hamster","1","1","R","","https://cards.scryfall.io/normal/front/7/1/711274ae-1a4e-491c-aa71-b2d29c890578.jpg?1783909755"
"msh-5","Leviathan","Token Creature — Leviathan","6","5","U","Hexproof (This token can't be the target of spells or abilities your opponents control.)","https://cards.scryfall.io/normal/front/7/1/71211c95-8698-4570-abf7-3579988a329e.jpg?1783902803"
"hou-1","Adorned Pouncer","Token Creature — Zombie Cat","4","4","B","Double strike","https://cards.scryfall.io/normal/front/7/1/71dc8556-a658-40e1-8a93-6a62af208a28.jpg?1783936070"
"ltr-h13","The Ring // The Ring Tempts You","Emblem // Card","","","","","https://cards.scryfall.io/normal/front/7/2/7215460e-8c06-47d0-94e5-d1832d0218af.jpg?1783916050"
"gk2-6","Goblin","Token Creature — Goblin","2","1","R","","https://cards.scryfall.io/normal/front/7/2/72230a1b-90ba-4564-9164-90cffdf34b93.jpg?1783933512"
"cmr-17","Illusion","Token Creature — Illusion","1","1","U","Flying","https://cards.scryfall.io/normal/front/7/2/7274e711-42fd-489e-809d-77d3bce24422.jpg?1783928584"
"cmm-53","Teferi, Temporal Archmage Emblem","Emblem — Teferi","","","","You may activate loyalty abilities of planeswalkers you control on any player's turn any time you could cast an instant.","https://cards.scryfall.io/normal/front/7/2/72db0562-982a-43df-b7b3-4a51c4710757.jpg?1783915240"
"akh-7","Honored Hydra","Token Creature — Zombie Snake Hydra","6","6","W","Trample","https://cards.scryfall.io/normal/front/7/3/7365ffff-b171-4275-9fdb-e622f8456858.jpg?1783936415"
"lci-7","Fungus","Token Creature — Fungus","1","1","B","This creature can't block.","https://cards.scryfall.io/normal/front/7/3/73ff66e3-ea24-4542-887f-c41abb1759e6.jpg?1783913609"
"dom-4","Cleric","Token Creature — Cleric","0","1","B","","https://cards.scryfall.io/normal/front/7/4/74791ac4-7297-4731-aff8-20130da8b4b7.jpg?1783934933"
"2x2-19","Cat Dragon","Token Creature — Cat Dragon","3","3","BGR","Flying","https://cards.scryfall.io/normal/front/b/1/b1e883aa-5f73-4c45-9253-1350c24222e4.jpg?1783921673"
"otj-15","Zombie Rogue","Token Creature — Zombie Rogue","2","2","BU","","https://cards.scryfall.io/normal/front/7/4/74c7a0bd-6011-495a-b56c-8fa707dd7f12.jpg?1783911522"
"mkm-11","Spider","Token Creature — Spider","2","1","BG","Menace, reach","https://cards.scryfall.io/normal/front/7/4/74cb3ba3-9a14-4d72-bf24-0b75ae747f96.jpg?1783912607"
"akh-8","Labyrinth Guardian","Token Creature — Zombie Illusion Warrior","2","3","W","When Labyrinth Guardian becomes the target of a spell, sacrifice it.","https://cards.scryfall.io/normal/front/7/5/754eeff5-b495-4aa5-94ce-ff20216c952b.jpg?1783936414"
"m3c-20","Hydra","Token Creature — Hydra","*","*","G","","https://cards.scryfall.io/normal/front/9/b/9bbc253b-6557-47bd-b3f3-9bc9ef6275f7.jpg?1783911122"
"pip-16","Robot","Token Artifact Creature — Robot","3","3","","","https://cards.scryfall.io/normal/front/7/6/76cde21f-2f01-4560-972b-7ecd6740d6de.jpg?1783912042"
"c19-24","Sculpture","Token Artifact Creature — Sculpture","*","*","","This creature's power and toughness are each equal to the number of Sculptures you control.","https://cards.scryfall.io/normal/front/7/7/7711a586-37f9-4560-b25d-4fb339d9cd55.jpg?1783932825"
"lcc-14","Vampire","Token Creature — Vampire","1","1","BW","Lifelink","https://cards.scryfall.io/normal/front/7/8/788a024d-4945-4ac0-b29c-31a327c3b5b5.jpg?1783913611"
"ptdmu-1","Soldier","Token Creature — Human","*","*","W","","https://cards.scryfall.io/normal/front/7/8/78fa0a70-986a-4f92-99c6-0d325dad7d08.jpg?1783921120"
"rvr-9","Goblin","Token Creature — Goblin","2","1","R","Haste","https://cards.scryfall.io/normal/front/7/9/79707ef3-9ac8-4774-b34b-f227546ff4bd.jpg?1783913156"
"gtc-5","Horror","Token Creature — Horror","1","1","BU","Flying","https://cards.scryfall.io/normal/front/7/9/79a71b52-58f9-4945-9557-0fbcbbf5a241.jpg?1783940147"
"jou-5","Spider","Token Enchantment Creature — Spider","1","3","G","Reach","https://cards.scryfall.io/normal/front/7/a/7a0275af-708d-4c43-b226-c88cb9a8054c.jpg?1783939393"
"who-15","Mark of the Rani","Token Enchantment — Aura","","","R","Enchant creature Enchanted creature gets +2/+2 and is goaded.","https://cards.scryfall.io/normal/front/7/a/7a4c1206-c36f-4fb4-9014-e8a822c97085.jpg?1783914716"
"dsc-23","Scarecrow","Token Artifact Creature — Scarecrow","4","4","","Vigilance","https://cards.scryfall.io/normal/front/7/a/7a88d2c4-9275-4e87-ac69-18218a57422d.jpg?1783909267"
"inr-25","Jace, Unraveler of Secrets Emblem","Emblem — Jace","","","","Whenever an opponent casts their first spell each turn, counter that spell.","https://cards.scryfall.io/normal/front/e/5/e5797bac-bf43-4c96-9f84-60db130a15bb.jpg?1783907962"
"war-5","Wizard","Token Creature — Wizard","2","2","U","","https://cards.scryfall.io/normal/front/7/b/7b0b95ce-4821-4955-a27c-93471240f54b.jpg?1783933354"
"afr-18","Mordenkainen Emblem","Emblem — Mordenkainen","","","","You have no maximum hand size.","https://cards.scryfall.io/normal/front/7/c/7c63f14a-db47-46aa-addf-7c6fc40169b9.jpg?1783926340"
"rvr-7","Dragon","Token Creature — Dragon","6","6","R","Flying","https://cards.scryfall.io/normal/front/a/f/af8209b4-f9db-4fff-b379-86f19669a82f.jpg?1783913156"
"hou-5","Proven Combatant","Token Creature — Zombie Human Warrior","4","4","B","","https://cards.scryfall.io/normal/front/7/c/7c9d8aac-c032-4e0d-a8ef-99a7c53c7a19.jpg?1783936068"
"blb-21","Pawpatch Recruit","Token Creature — Rabbit Warrior","1","1","G","Trample Whenever a creature you control becomes the target of a spell or ability an opponent controls, put a +1/+1 counter on target creature you control other than that creature. (This token's mana cost is {G}.)","https://cards.scryfall.io/normal/front/7/c/7cdd8679-93a7-4e58-a6f3-b48897697e89.jpg?1783909766"
"mb2-513","Essence of Ajani","Emblem","","","W","(As this spell resolves, put it into the command zone.) Whenever you cast a spell, you gain 1 life.","https://cards.scryfall.io/normal/front/7/d/7d5329a8-b3bd-498d-98c0-ba8b11ff7ddd.jpg?1783910536"
"mh2-12","Golem","Token Artifact Creature — Golem","4","4","RW","","https://cards.scryfall.io/normal/front/7/d/7ddb9e14-b299-4064-a41b-0fb6b078942e.jpg?1783926588"
"tdm-5","Soldier","Token Creature — Soldier","2","2","W","","https://cards.scryfall.io/normal/front/7/d/7ddd5153-2d16-4a4e-b9bc-f20313d322da.jpg?1783906788"
"tdm-13","Warrior","Token Creature — Warrior","1","1","R","","https://cards.scryfall.io/normal/front/7/e/7edc0515-a130-45a7-aa09-0e23bba41587.jpg?1783906783"
"mh2-2","Crab","Token Creature — Crab","0","3","U","","https://cards.scryfall.io/normal/front/7/e/7ef7f37a-b7f5-45a1-8f2b-7097089ca2e5.jpg?1783926593"
"clb-18","Volo's Journal","Token Legendary Artifact","","","","Hexproof Whenever you cast a creature spell, note one of its creature types that hasn't been noted for this artifact.","https://cards.scryfall.io/normal/front/7/f/7f0fe7c9-b0ab-4d48-94d0-99e7bee0c0de.jpg?1783922318"
"clb-30","Wizard","Token Creature — Wizard","1","1","U","{1}, Sacrifice this creature: Counter target noncreature spell unless its controller pays {1}.","https://cards.scryfall.io/normal/front/c/5/c53eb7d1-9c36-4184-b411-ebe65aa64230.jpg?1783922313"
"msc-24","Council of Reeds","Token Legendary Creature — Human Scientist Hero","2","2","","The ""legend rule"" doesn't apply to creatures you control. At the beginning of combat on your turn, if you've cast a noncreature spell this turn, create a token that's a copy of Council of Reeds. (This token's mana cost is {2}{U}.)","https://cards.scryfall.io/normal/front/7/f/7f625f8c-e842-4090-8e9a-3d0367d44635.jpg?1783902809"
"blb-9","Thundertrap Trainer","Token Creature — Otter Wizard","1","1","U","When this creature enters, look at the top four cards of your library. You may reveal a noncreature, nonland card from among them and put it into your hand. Put the rest on the bottom of your library in a random order. (This token's mana cost is {1}{U}.)","https://cards.scryfall.io/normal/front/8/0/80bcbe35-7764-4c75-b954-cbba11372dec.jpg?1783909769"
"scd-5","Cat Bird","Token Creature — Cat Bird","1","1","W","Flying","https://cards.scryfall.io/normal/front/b/9/b9bc5217-318b-4da8-a6f2-03f250871752.jpg?1783918580"
"tdft-14","Start Your Engines! // Max Speed","Card // Card","","","","","https://cards.scryfall.io/normal/front/c/2/c287becf-fc36-4c58-9d53-7b5870174c7d.jpg?1783903470"
"med-g8","Vraska, Golgari Queen Emblem","Emblem — Vraska","","","","Whenever a creature you control deals combat damage to a player, that player loses the game.","https://cards.scryfall.io/normal/front/8/2/828f3798-a495-42f8-b989-97f0fe662326.jpg?1783934205"
"msh-1","Wall","Token Creature — Wall","0","4","","Defender","https://cards.scryfall.io/normal/front/8/2/82d35a61-3c87-405d-b857-cf43067cb1c4.jpg?1783902804"
"ecl-3","Treefolk","Token Creature — Treefolk","3","4","G","Reach","https://cards.scryfall.io/normal/front/8/2/82e01706-ab45-4e52-9ee1-7070567234fd.jpg?1783904327"
"clb-46","Satyr","Token Creature — Satyr","2","2","GR","Haste","https://cards.scryfall.io/normal/front/8/3/831fbc86-e328-4c26-a8b2-35feb24f6430.jpg?1783922304"
"tle-2","Soldier","Token Creature — Soldier","2","2","R","","https://cards.scryfall.io/normal/front/8/3/83313791-7d33-42bf-8ee7-05f17f88940a.jpg?1783904740"
"arb-2","Lizard","Token Creature — Lizard","2","2","G","","https://cards.scryfall.io/normal/front/8/3/83790fd3-f371-494c-97a2-3aa469a399f1.jpg?1783942408"
"drc-13","Golem","Token Artifact Creature — Golem","3","3","","Flying","https://cards.scryfall.io/normal/front/d/d/ddd97e96-5757-4226-b3d0-b460406cd58f.jpg?1783907673"
"2x2-15","Boar","Token Creature — Boar","3","3","G","","https://cards.scryfall.io/normal/front/8/a/8a911fad-7af3-4bc4-bafc-cac2d5f18f22.jpg?1783921674"
"ema-7","Carnivore","Token Creature — Beast","3","1","R","","https://cards.scryfall.io/normal/front/8/4/8437b125-6057-4d17-9f2c-28ea56553f84.jpg?1783937530"
"woe-6","Nightmare","Token Creature — Nightmare","1","1","B","At the beginning of combat on your turn, if a card was put into exile this turn, put a +1/+1 counter on this creature.","https://cards.scryfall.io/normal/front/8/5/858428ee-3a9c-4dfc-84c2-751e59df2ed7.jpg?1783914991"
"rix-5","Huatli, Radiant Champion Emblem","Emblem — Huatli","","","","Whenever a creature enters the battlefield under your control, you may draw a card.","https://cards.scryfall.io/normal/front/8/5/859f645b-24e0-4c34-ae82-ba0ae9854377.jpg?1783935214"
"som-4","Insect","Token Creature — Insect","1","1","G","Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.)","https://cards.scryfall.io/normal/front/8/5/85f9e977-f718-41b2-b30b-77a9a17e9733.jpg?1783941681"
"dft-1","Pilot","Token Creature — Pilot","1","1","","This token saddles Mounts and crews Vehicles as though its power were 2 greater.","https://cards.scryfall.io/normal/front/8/6/8672d795-04f9-4089-9c92-6d6ff628da12.jpg?1783907682"
"afr-8","Vecna","Token Legendary Creature — Zombie God","8","8","B","Indestructible","https://cards.scryfall.io/normal/front/8/6/86881c5f-df5e-4f50-b554-e4c49d5316f9.jpg?1783926347"
"neo-10","Human Monk","Token Creature — Human Monk","1","1","G","{T}: Add {G}.","https://cards.scryfall.io/normal/front/8/6/86dd086e-c757-4a6a-8838-51860f2095f8.jpg?1783923713"
"tmt-4","Insect Warrior","Token Creature — Insect Warrior","1","1","B","Flying","https://cards.scryfall.io/normal/front/8/6/86e41be4-d555-4e35-b9b0-1e937ac5edce.jpg?1783904005"
"hou-8","Steadfast Sentinel","Token Creature — Zombie Human Cleric","4","4","B","Vigilance","https://cards.scryfall.io/normal/front/8/7/872694ba-0666-43c1-8884-47a2e92a127c.jpg?1783936066"
"sos-10","Spirit","Token Creature — Spirit","2","2","RW","","https://cards.scryfall.io/normal/front/8/7/877f7ddb-ed70-41a0-b845-d9bf8ac65f9b.jpg?1783903562"
"mh1-20","Serra the Benevolent Emblem","Emblem — Serra","","","","If you control a creature, damage that would reduce your life total to less than 1 reduces it to 1 instead.","https://cards.scryfall.io/normal/front/8/7/87dbb0b0-d898-491a-8ed9-efefca04e6e6.jpg?1783933218"
"mom-10","Knight","Token Creature — Knight","2","2","UW","Vigilance","https://cards.scryfall.io/normal/front/8/8/88439bfc-8942-473b-9e4f-863017788476.jpg?1783916669"
"khm-16","Troll Warrior","Token Creature — Troll Warrior","4","4","G","Trample","https://cards.scryfall.io/normal/front/8/8/8869a8cc-d196-417f-bba5-5ed31bae6a18.jpg?1783928078"
"gk1-2","Soldier // Soldier","Token Creature — Soldier // Token Creature — Soldier","","","","","https://cards.scryfall.io/normal/front/8/8/887efa4e-f713-4165-a7e1-b0f00ac81784.jpg?1783934011"
"gk2-4","Cleric","Token Creature — Cleric","1","1","BW","{3}{W}{B}{B}, {T}, Sacrifice this creature: Return a card named Deathpact Angel from your graveyard to the battlefield.","https://cards.scryfall.io/normal/front/8/8/88bb40e8-3057-4707-82e8-4b3d19d51e91.jpg?1783933514"
"40k-7","Zephyrim","Token Creature — Human Warrior","3","3","W","Flying, vigilance","https://cards.scryfall.io/normal/front/8/8/88be9551-c8d9-4486-b8f1-810f5dae12c8.jpg?1783920665"
"blb-24","Tender Wildguide","Token Creature — Possum Druid","1","1","G","{T}: Add one mana of any color. {T}: Put a +1/+1 counter on this creature. (This token's mana cost is {1}{G}.)","https://cards.scryfall.io/normal/front/8/8/88fb4e41-7ce4-45ca-b365-fcde289ffe8c.jpg?1783909766"
"inr-23","Arlinn, Embraced by the Moon Emblem","Emblem — Arlinn","","","","Creatures you control have haste and ""{T}: This creature deals damage equal to its power to any target.""","https://cards.scryfall.io/normal/front/8/9/89040321-0d64-4631-a80e-5bd585d6fa51.jpg?1783907963"
"cmm-8","Kor Soldier","Token Creature — Kor Soldier","1","1","W","","https://cards.scryfall.io/normal/front/8/9/8907c15d-831b-47d5-b2b5-7759876b8f33.jpg?1783915259"
"moc-20","Vampire Knight","Token Creature — Vampire Knight","1","1","B","Lifelink","https://cards.scryfall.io/normal/front/b/7/b764da8e-8052-4910-b1d0-f6def8078bec.jpg?1783916649"
"ddi-2","Koth of the Hammer Emblem","Emblem — Koth","","","","Mountains you control have '{T}: This land deals 1 damage to any target.'","https://cards.scryfall.io/normal/front/8/9/89afdaa4-3555-4adf-b3c4-63f905710c76.jpg?1783940750"
"hou-3","Dreamstealer","Token Creature — Zombie Human Wizard","4","4","B","Menace Whenever Dreamstealer deals combat damage to a player, that player discards that many cards.","https://cards.scryfall.io/normal/front/8/c/8c362d05-f2f7-4415-8937-f9f368986e61.jpg?1783936069"
"ust-14","Saproling // Saproling","Token Creature — Saproling // Token","","","","","https://cards.scryfall.io/normal/front/8/c/8ce60642-e207-46e6-b198-d803ff3b47f4.jpg?1783935356"
"e01-3","Horror","Token Creature — Horror","3","3","B","","https://cards.scryfall.io/normal/front/8/c/8cfb1a9c-3f34-4362-bc2d-4cd584488820.jpg?1783935820"
"dmu-6","Bird","Token Creature — Bird","1","1","B","Flying This creature can't block.","https://cards.scryfall.io/normal/front/8/d/8dce95d5-2ae7-4bd9-92f4-1cb3bed5f733.jpg?1783921131"
"tdm-9","Spirit","Token Creature — Spirit","*","*","W","","https://cards.scryfall.io/normal/front/8/e/8ea4fc2f-95a4-49d0-b06e-b88d19637737.jpg?1783906785"
"msh-20","Robot Villain","Token Artifact Creature — Robot Villain","2","2","","","https://cards.scryfall.io/normal/front/8/e/8eb1de03-fc45-45bd-bd1f-5b164104426e.jpg?1783902799"
"ktk-13","Sorin, Solemn Visitor Emblem","Emblem — Sorin","","","","At the beginning of each opponent's upkeep, that player sacrifices a creature.","https://cards.scryfall.io/normal/front/8/f/8f6e8950-5b1e-48b6-8d32-2a463455499d.jpg?1783939035"
"drc-16","Nalaar Aetherjet","Token Artifact — Vehicle","*","*","","Flying Crew 2 (Tap any number of creatures you control with total power 2 or more: This token becomes an artifact creature until end of turn.)","https://cards.scryfall.io/normal/front/8/f/8f712a61-12c3-4d8e-93be-2b00dce4acbc.jpg?1783907669"
"med-r4","Jaya Ballard Emblem","Emblem — Jaya","","","","You may cast instant and sorcery spells from your graveyard. If a spell cast this way would be put into your graveyard, exile it instead.","https://cards.scryfall.io/normal/front/a/0/a02ffa48-e414-493c-af51-1400913f8af4.jpg?1783934207"
"who-44","Dalek","Token Artifact Creature — Dalek","3","3","B","Menace","https://cards.scryfall.io/normal/front/8/f/8fde90b3-cd39-4ac5-b326-9ecc3d7d0d04.jpg?1783914705"
"msh-16","Zabu","Token Legendary Creature — Cat","2","2","G","Landfall — Whenever a land you control enters, put a +1/+1 counter on Zabu.","https://cards.scryfall.io/normal/front/8/f/8ff55043-379e-400c-9847-30b75e4a1322.jpg?1783902799"
"bro-12","Saheeli, Filigree Master Emblem","Emblem","","","","Artifact creatures you control get +1/+1. Artifact spells you cast cost {1} less to cast.","https://cards.scryfall.io/normal/front/9/0/9020571d-97fb-4f46-85ec-6cb3141bfc87.jpg?1783919903"
"lci-5","Merfolk","Token Creature — Merfolk","1","1","U","Hexproof (This creature can't be the target of spells or abilities your opponents control.)","https://cards.scryfall.io/normal/front/f/5/f5d353ad-7160-41fa-809c-d76b36478a2a.jpg?1783913608"
"msh-7","Redwing","Token Legendary Creature — Bird Scout","1","1","U","Flying Whenever Redwing attacks, surveil 1.","https://cards.scryfall.io/normal/front/9/0/905bbfdf-17c4-4493-a842-3112947d8e13.jpg?1783902803"
"dsk-8","Spirit","Token Creature — Spirit","*","*","U","Flying","https://cards.scryfall.io/normal/front/9/0/90f6d606-55ca-4431-ae61-5d4f05259403.jpg?1783909265"
"znr-1","Angel Warrior","Token Creature — Angel Warrior","4","4","W","Flying","https://cards.scryfall.io/normal/front/9/1/91098481-46c2-49bf-8123-e9cab2f22b84.jpg?1783929501"
"blc-20","Agate Instigator","Token Creature — Lizard Rogue","1","1","R","Whenever another creature you control enters, this creature deals 1 damage to each opponent. (This token's mana cost is {1}{R}.)","https://cards.scryfall.io/normal/front/9/1/917f0578-eb06-4317-9279-70f5e1eff5b2.jpg?1783909756"
"one-6","Phyrexian Beast","Token Creature — Phyrexian Beast","3","3","G","Toxic 1 (Players dealt combat damage by this creature also get a poison counter.)","https://cards.scryfall.io/normal/front/9/1/919381b0-2d23-4794-b4ff-923c23e18196.jpg?1783918168"
"tbng-2","Cat Soldier","Token Creature — Cat Soldier","1","1","W","Vigilance","https://cards.scryfall.io/normal/front/c/0/c0589f10-b81e-4454-a4f0-c39e20ad7781.jpg?1783913142"
"dft-4","Dinosaur Dragon","Token Creature — Dinosaur Dragon","4","4","R","Flying","https://cards.scryfall.io/normal/front/9/3/932aac56-2afa-4431-96fa-bd55d8bba983.jpg?1783907680"
"40k-12","Astartes Warrior","Token Creature — Astartes Warrior","2","2","B","Menace","https://cards.scryfall.io/normal/front/9/3/93bc9e79-88c8-436b-94f7-17b349baf306.jpg?1783920662"
"stx-1","Avatar","Token Creature — Avatar","3","6","BR","Haste Whenever this creature attacks, it deals 3 damage to each opponent.","https://cards.scryfall.io/normal/front/9/4/94a50acd-ac2d-47bf-b331-0bcf5edd9c75.jpg?1783927193"
"msc-32","Robot Hero","Token Artifact Creature — Robot Hero","2","1","","Flying (This token can't be blocked except by creatures with flying or reach.)","https://cards.scryfall.io/normal/front/9/5/952d0fa0-86fe-4ddc-84e8-48dc96f9dcda.jpg?1785056936"
"aer-3","Etherium Cell","Token Artifact","","","","{T}, Sacrifice this artifact: Add one mana of any color.","https://cards.scryfall.io/normal/front/9/6/9616ca53-ea6a-4fc1-8e01-94e0fb47e5ed.jpg?1783936711"
"m21-18","Liliana, Waker of the Dead Emblem","Emblem","","","","At the beginning of combat on your turn, put target creature card from a graveyard onto the battlefield under your control. It gains haste.","https://cards.scryfall.io/normal/front/9/6/968f207e-8e60-4dad-935c-71e0267c2399.jpg?1783930589"
"zen-6","Vampire","Token Creature — Vampire","*","*","B","","https://cards.scryfall.io/normal/front/9/6/969eff58-d91e-49e2-a1e1-8f32b4598810.jpg?1783942178"
"one-11","Phyrexian Mite","Token Artifact Creature — Phyrexian Mite","1","1","","Toxic 1 (Players dealt combat damage by this creature also get a poison counter.) This creature can't block.","https://cards.scryfall.io/normal/front/9/6/96ec91a9-659a-455f-98e0-cd30b6c6c2a4.jpg?1783918166"
"vow-12","Boar","Token Creature — Boar","3","1","G","","https://cards.scryfall.io/normal/front/9/7/975c4329-418a-4ada-82fa-9286fb61d61a.jpg?1783924695"
"bng-7","Elemental","Token Enchantment Creature — Elemental","3","1","R","","https://cards.scryfall.io/normal/front/9/7/97e5fee3-6dd9-4bbe-b64d-ddfa4b9d4256.jpg?1783939516"
"bng-8","Centaur","Token Enchantment Creature — Centaur","3","3","G","","https://cards.scryfall.io/normal/front/9/8/985be507-6125-4db2-b99f-8b61149ffeeb.jpg?1783939515"
"akh-2","Anointer Priest","Token Creature — Zombie Human Cleric","1","3","W","Whenever a creature token enters the battlefield under your control, you gain 1 life.","https://cards.scryfall.io/normal/front/9/8/98956e73-04e4-4d7f-bda5-cfa78eb71350.jpg?1783936416"
"tmt-3","Ninja Turtle Spirit","Token Creature — Ninja Turtle Spirit","1","1","W","","https://cards.scryfall.io/normal/front/9/8/98c32288-8676-44d0-b480-7eddcac1a0e4.jpg?1783904006"
"neo-16","Tamiyo's Notebook","Token Legendary Artifact","","","","Spells you cast cost {2} less to cast. {T}: Draw a card.","https://cards.scryfall.io/normal/front/9/9/992cb1e0-e846-4710-b49e-a748e4ebffa5.jpg?1783923709"
"tdm-8","Spirit","Token Creature — Spirit","3","3","W","","https://cards.scryfall.io/normal/front/9/9/997edcc4-6021-4443-9470-3fd7f7595cc6.jpg?1783906785"
"ecc-11","Scarecrow","Token Artifact Creature — Scarecrow","2","2","","","https://cards.scryfall.io/normal/front/9/a/9ae02771-2917-4d6e-9608-1a592389439a.jpg?1783904329"
"40k-22","Insect","Token Artifact Creature — Insect","1","1","","Flying","https://cards.scryfall.io/normal/front/9/a/9af00a97-9938-4ab2-938a-669cdfe4332a.jpg?1783920658"
"ltc-7","Wraith","Token Creature — Wraith","3","3","B","Menace","https://cards.scryfall.io/normal/front/9/a/9afb58e8-f5a7-49f9-8287-77757bd3268c.jpg?1783916058"
"ust-18","Clue // Clue","Token Artifact — Clue // Token","","","","","https://cards.scryfall.io/normal/front/9/b/9b111525-0600-4bae-94a3-df8f9472388f.jpg?1783935355"
"tdc-7","Wall","Token Creature — Wall","1","3","W","Defender","https://cards.scryfall.io/normal/front/9/b/9b154f90-cc26-4e45-b751-854e2017cd40.jpg?1783906806"
"blc-23","Prosperous Bandit","Token Creature — Raccoon Rogue","1","1","R","First strike Whenever this creature deals combat damage to a player, create that many tapped Treasure tokens. (This token's mana cost is {2}{R}.)","https://cards.scryfall.io/normal/front/9/b/9b338247-1f5c-43b7-a66d-ddee01426917.jpg?1783909755"
"und-1","Beeble","Token Creature — Beeble","1","1","U","","https://cards.scryfall.io/normal/front/9/b/9bbfa4d4-106b-4fec-86ac-b81b71a8f432.jpg?1783931314"
"vow-21","Day // Night","Card // Card","","","","","https://cards.scryfall.io/normal/front/d/c/dc26e13b-7a0f-4e7f-8593-4f22234f4517.jpg?1783924696"
"lcc-11","Dinosaur Beast","Token Creature — Dinosaur Beast","*","*","G","Trample","https://cards.scryfall.io/normal/front/c/e/ce81e7fe-66fc-4073-a920-bdfc0bf860b9.jpg?1783913612"
"c20-10","Elemental","Token Creature — Elemental","3","1","R","","https://cards.scryfall.io/normal/front/9/d/9d952cde-4b40-4a05-833e-029da3554c6d.jpg?1783931101"
"hob-6","Dwarf Token","Token Creature — Dwarf","2","2","","","https://cards.scryfall.io/normal/front/9/f/9fcb3a3f-c0d4-43d4-8549-826a38bfa27d.jpg?1783902771"
"gk1-1","Copy // Horror","Token // Token Creature — Horror","","","","","https://cards.scryfall.io/normal/front/a/0/a020dc47-3747-4123-9954-f0e87a858b8c.jpg?1783934010"
"woc-16","Faerie Rogue","Token Creature — Faerie Rogue","1","1","BU","Flying","https://cards.scryfall.io/normal/front/f/b/fb01ca03-8784-4f05-a19e-59d12949cf85.jpg?1783914993"
"c21-8","Horror","Token Creature — Horror","4","4","B","","https://cards.scryfall.io/normal/front/a/0/a0b5e1f4-9206-40b6-9cf6-331f6a95d045.jpg?1783927203"
"mid-3","Bird","Token Creature — Bird","1","1","U","Flying This creature can block only creatures with flying.","https://cards.scryfall.io/normal/front/a/0/a0f7b2f0-16d3-4db0-a737-c7b8dcb9d5de.jpg?1783925225"
